Tuotekoodi;Laatu;Määrittely;Tuotenimi;Paksuus;Tuoteryhmä;Lisänimi;Halkaisija;Seinämä;Muu mitta;Pinta;Yksikkö paino;Paineluokka;Lisätiedot;Toleranssi;Sisähalkaisija;Leveys;Paksuus;Korkeus/pituus;Eräkoko
BPK10420;EN 1.4404;104.0X2.0 R150;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;104,00;2,00;R150;;1,19;;;;;;;;1
BPK10525L;AISI 316L;105.0X2.5;KÄYRÄ 90 R=D+100;0;Käyrät;Käyrä 90 astetta Hitsattu ja peitattu, R=D+100 Materiaalitodistus EN 10204/3.1;105,00;2,00;;;3,1;;;;;;;;1
BPK11420;EN 1.4404;114.3X2.0 R152;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;114,30;2,00;R152;;1,3;;;;;;;;1
BPK1142045;AISI 316L;114.3X2.0;KÄYRÄ 45;0;Käyrät;Käyrä 45 astetta Hitsattu ja peitattu, R=1.5xD Materiaalitodistus EN 10204/3.1;114,30;2,00;;;0,6;;;;;;;;1
BPK11420Ti;EN 1.4571/AISI 316Ti;114.3X2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;114,30;2,00;;;1,3;;;;;;;;1
BPK11425;EN 1.4404;114.3X2.5 R152;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;114,30;2,00;R152;;1,7;;;;;;;;1
BPK11430;EN 1.4404;114.3X3.0 R152;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;114,30;3,00;R152;;2;;;;;;;;1
BPK11440;EN 1.4404;114.3X4.0 R152;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;114,30;4,00;R152;;4;;;;;;;;1
BPK11460S;AISI 316L;"114.3X6.02 SCH40S LR 4""";KÄYRÄ 90, SAUMATON, PEITATTU;0;Käyrät ANSI;;"114,3  4"" SCH40S";6,00;LR;;2,62;;;;;;;;1
BPK12920;EN 1.4404;129.0X2.0 R187;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;129,00;2,00;R187;;1,9;;;;;;;;1
BPK13920;EN 1.4404;139.7X2.0 R189;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;139,70;2,00;R189;;2,07;;;;;;;;1
BPK13920Ti;EN 1.4571/AISI 316Ti;139.7X2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;139,70;2,00;;;2,07;;;;;;;;1
BPK13925;EN 1.4404;139.7X2.5 R190;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;139,70;2,00;R190;;2,56;;;;;;;;1
BPK13930;EN 1.4404;139.7X3.0 R190;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;139,70;3,00;R190;;3,08;;;;;;;;1
BPK13940;EN 1.4404;139.7X4.0 R190;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;139,70;4,00;R190;;4,1;;;;;;;;1
BPK14165S;AISI 316;"141.3X6.55 SCH40S LR 5""";KÄYRÄ 90, SAUMATON, PEITATTU;0;Käyrät ANSI;;141,30;1,00;SCH 40S;;6,61;;;;;;;;1
BPK15420;EN 1.4404;154.0X2.0 R225;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;154,00;2,00;R225;;2,75;;;;;;;;1
BPK15630;EN 1.4404;156.0X3.0 R225;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;156,00;3,00;R225;;4,5;;;;;;;;1
BPK16820;EN 1.4404;168.3X2.0 R229;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;168,30;2,00;R229;;3;;;;;;;;1
BPK16820Ti;EN 1.4571/AISI 316Ti;168.3X2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;168,30;2,00;;;3;;;;;;;;1
BPK16825;EN 1.4404;168.3X2.5 R229;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;168,30;2,00;R229;;3,75;;;;;;;;1
BPK16830;EN 1.4404;168.3X3.0 R229;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;168,30;3,00;R229;;4,47;;;;;;;;1
BPK16840;EN 1.4404;168.3X4.0 R229;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;168,30;4,00;R229;;5,9;;;;;;;;1
BPK16871S;AISI 316;"168.38X7.11 SCH40S LR 6""";KÄYRÄ 90, SAUMATON, PEITATTU;0;Käyrät ANSI;;168,38;7,00;SCH 40S;;10,1;;;;;;;;1
BPK20420;EN 1.4404;204.0X2.0 R300;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;204,00;2,00;R300;;5,05;;;;;;;;1
BPK20420PFF;AISI 316L;204.0x2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK20420PFFti;EN 1.4571;204.0x2.0 R300;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK20420ti;EN 1.4571;204.0x2.0 R300;KÄYRÄ 90 EN10253-4;0;Käyrät;;204,00;2,00;R=300;;5,23;;;;;;;;1
BPK21920;EN 1.4404;219.1X2.0 R305;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;219,10;2,00;;;5,23;;;;;;;;1
BPK21920PFF;AISI 316L;219.1X2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;219,10;2,00;;;5,23;;;;;;;;1
BPK21920PFFti;EN 1.4571;219.1X2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;219,10;2,00;;;5,23;;;;;;;;1
BPK21925;EN 1.4404;219.1X2.5 R305;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;219,10;2,00;R305;;6,5;;;;;;;;1
BPK21930;EN 1.4404;219.1X3.0 R305;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;219,10;3,00;;;7,8;;;;;;;;1
BPK21930PFF;AISI 316L;219.1x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK21930PFFti;EN 1.4571;219.1x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK21940;EN 1.4404;219.1X4.0 R305;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;219,10;4,00;R305;;10,5;;;;;;;;1
BPK21981S;AISI 316;"219.08X8.18 SCH40S LR 8""";KÄYRÄ 90, SAUMATON, PEITATTU;0;Käyrät ANSI;;219,08;1,00;SCH 40S;;13,8;;;;;;;;1
BPK25420;EN 1.4404;254.0X2.0 R375;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;254,00;2,00;R375;;7,6;;;;;;;;1
BPK27320;EN 1.4404;273.0X2.0 R381;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;273,00;2,00;R381;;8,1;;;;;;;;1
BPK27320PFF;AISI 316L;273.0x2.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK27325;EN 1.4404;273.0X2.6 R381;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;273,00;2,00;R381;;10,2;;;;;;;;1
BPK27330;EN 1.4404;273.0X3.0 R381;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;273,00;3,00;R381;;12,2;;;;;;;;1
BPK27330PFF;AISI 316L;273.0x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK27330PFFti;EN 1.4571;273.0x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK32330;EN 1.4404;323.9X3.0 R457;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;323,90;3,00;R457;;17,4;;;;;;;;1
BPK32330PFF;AISI 316L;323.9x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK32330PFFti;EN 1.4571;323.9x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;;;;;5,23;;;;;;;;1
BPK32330ti;EN 1.4571;323.9x3.0;KÄYRÄ 90 EN10253-4;0;Käyrät;;323,90;3,00;R=457;;5,23;;;;;;;;1
BPK32340;EN 1.4404;323.9X4.0 R457;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;323,90;4,00;R457;;23;;;;;;;;1
BPK32350;EN 1.4404;323.9X5.0 R457;KÄYRÄ 90 EN10253-4;0;Käyrät;;323,90;5,00;R457;;29,4;;;;;;;;1
BPK32395SR;AISI 316L;323.9X9.53 R304.8;KÄYRÄ 90;0;Käyrät;Käyrä 90 astetta Hitsattu ja peitattu, R=304,8 Materiaalitodistus EN 10204/3.1;323,90;1,00;R304,8;;43,2;;;;;;;;1
BPK35530;EN 1.4404;355.6X3.0 R533;KÄYRÄ 90 EN10253-3 3D;0;Käyrät;;355,60;3,00;R533;;22;;;;;;;;1
BPK40630;EN 1.4404;406.4X3.0 R610;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;406,40;3,00;R610;;29,4;;;;;;;;1
BPK40640;EN 1.4404;406.4X4.0 R610;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;406,40;4,00;R610;;32;;;;;;;;1
BPK45730;EN 1.4404;457.0X3.0 R686;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;457,00;3,00;R686;;30;;;;;;;;1
BPK50630;EN 1.4404/1.4432;506.0X3.0 R600;KÄYRÄ 90 EN10253-3 ID+100;0;Käyrät;;506,00;3,00;R600;;37;;;;;;;;1
BPK50830;EN 1.4404;508.0X3.0 R762;KÄYRÄ 90 EN10253-3 3D;0;Käyrät;;508,00;3,00;R762;;46;;;;;;;;1
BPK50840;EN 1.4404;508.0X4.0 R762;KÄYRÄ 90 EN10253-4 3D;0;Käyrät;;508,00;4,00;R762;;42;;;;;;;;1
BPK60950;EN 1.4404;609.6X5.0 R914 (long radius);KÄYRÄ 90 EN10253-4;0;Käyrät;Käyrä 90 astetta Hitsattu ja peitattu, EN10253-3, R=3D Materiaalitodistus EN 10204/3.1;609,60;5,00;R914;;110;;;;;;;;1
BPK999;;;KÄYRÄ 90;0;Käyrät;;;;;;0;;;;;;;;1
BPKA27330AIHIO;AISI 316L;273.0x3.0;Aihio Käyrä 90;0;Käyrä aihio;;;;;;5,23;;;;;;;;1
BPKA27330AIHIOti;EN 1.4571;273.0x3.0;Aihio Käyrä 90;0;Käyrä aihio;;;;;;5,23;;;;;;;;1
BPKA32330AIHIOti;EN 1.4571;323.9x3.0;Aihio Käyrä 90;0;Käyrä aihio;;;;;;5,23;;;;;;;;1
BPKY0350;EN 1.4404;3.50 MM;PYÖRÖ h9;3,5;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,3,1950;;;;0,08;;;;;;;;
BPKY0440;EN 1.4404;4.40 MM;PYÖRÖ h9;4,4;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,4,1940;;;;0,12;;;;;;;;
BPKY0530;EN 1.4404;5.30 MM;PYÖRÖ h9;5,3;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,5,1930;;;;0,18;;;;;;;;
BPKY0620;EN 1.4404;6.20 MM;PYÖRÖ h9;6,2;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,6,2020;;;;0,24;;;;;;;;
BPKY0710;EN 1.4404;7.10 MM;PYÖRÖ h9;7,1;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;7,10;;;;0,3;;;;;;;;
BPKY0893;EN 1.4404;8.93 MM;PYÖRÖ h9;8,93;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,8,1993;;;;0,48;;;;;;;;
BPKY1076;EN 1.4404;10.76 MM;PYÖRÖ h9;10,76;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;1,10,1976;;;;0,74;;;;;;;;
BPKY1460;EN 1.4404;14.60 MM;PYÖRÖ h9;14,6;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;14,60;;;;1,31;;;;;;;;
BPKY1820;EN 1.4404;18.20 MM;PYÖRÖ h9;18,2;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;18,20;;;;2,04;;;;;;;;
BPKY2190;EN 1.4404;21.90 MM;PYÖRÖ h9;21,9;Pyörö h6-h8-h9;Pyöröteräs Vedetty, tol. h9, L=3000-5000 mm Materiaalitodistus EN 10204/3.1;21,90;;;;2,96;;;;;;;;
BPKY999;;;PYÖRÖ h9;0;Pyörö h6-h8-h9;;;;;;0;;;;;;;;
BPKY9999;;;PYÖRÖ h9;0;Pyörö h6-h8-h9;;;;;;0;;;;;;;;
BPP01020;EN 1.4404;10.2X2.0;PUTKI EN 10217-7;0;Prosessiputket;;10,20;2,00;;;0,41;;;;;;;;6
BPP01323;EN 1.4404/AISI 316L;13.5X2.3;PUTKI DIN 17457;0;Prosessiputket;;13,50;2,00;;;0,65;;;;;;;;6
BPP01323A;EN 1.4404/AISI 316L;13.5X2.3;PUTKI EN 10217-7 HEHKUT.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;13,50;2,00;;;0,65;;Hehkutettu;;;;;;6
BPP01610;EN 1.4404;16.0X1.0;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;16,00;1,00;;;0,38;;;;;;;;6
BPP01620;EN 1.4404;16.0X2.0;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;16,00;2,00;;;0,7;;;;;;;;6
BPP01715;EN 1.4404;17.2X1.5;PUTKI EN 10217-7;0;Prosessiputket;;17,20;1,00;;;0,59;;;;;;;;6
BPP01723;EN 1.4404;17.2X2.3;PUTKI EN 10217-7;0;Prosessiputket;;17,20;2,00;;;0,86;;;;;;;;6
BPP01723A;AISI 316L;17.2X2.3;PUTKI EN 10217-7 HEHKUT.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;17,20;2,00;;;0,86;;Hehkutettu;;;;;;6
BPP01810;EN 1.4404;18.0X1.0;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;18,00;1,00;;;0,43;;;;;;;;6
BPP02015;EN 1.4404;20.0X1.5;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;20,00;1,00;;;0,7;;;;;;;;6
BPP02115;EN 1.4404;21.3X1.5;PUTKI EN 10217-7;0;Prosessiputket;;21,30;1,00;;;0,74;;;;;;;;6
BPP02120;EN 1.4404;21.3X2.0;PUTKI EN 10217-7;0;Prosessiputket;;21,30;2,00;;;0,97;;;;;;;;6
BPP02120A;EN 1.4404;21.3X2.0;PUTKI HST EN 10217-7 HEHKUTETTU;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;21,30;2,00;;;0,97;;Hehkutettu;;;;;;6
BPP02126;EN 1.4404;21.3X2.6;PUTKI EN 10217-7;0;Prosessiputket;;21,30;2,00;;;1,22;;;;;;;;6
BPP02126A;EN 1.4404;21.3X2.6;PUTKI EN 10217-7 HEHK.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;21,30;2,00;;;1,22;;Hehkutettu;;;;;;6
BPP02137;316 / 316L;21.34x3.73;PUTKI ASTM A 312;0;ASTM putket;;21,34;1,00;;;2;;;;;;;;6
BPP02215;EN 1.4404;22.0X1.5;PUTKI EN 10217-7 HARJATTU;0;Prosessiputket;;22,00;1,00;;Harjattu;0,77;;;;;;;;6
BPP02512;EN 1.4404;25.0X1.2;PUTKI EN 10217-7;0;Prosessiputket;;25,00;1,00;;;0,72;;;;;;;;6
BPP02515;EN 1.4404;25.0X1.5;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;25,00;1,00;;;0,88;;;;;;;;6
BPP02530;EN 1.4404;25.0X3.0;PUTKI EN 10217-7;0;Prosessiputket;;25,00;3,00;;;1,65;;;;;;;;6
BPP02615;EN 1.4404;26.9X1.5;PUTKI EN 10217-7;0;Prosessiputket;;26,90;1,00;;;0,95;;;;;;;;6
BPP02620;EN 1.4404;26.9X2.0;PUTKI EN 10217-7;0;Prosessiputket;;26,90;2,00;;;1,25;;;;;;;;6
BPP02620A;AISI 316L;26.9X2.0;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;26,90;2,00;;;1,25;;Hehkutettu;;;;;;6
BPP02620K;AISI 316L;26.9X2.0;PUTKI HST DIN 17457 KIIL.;0;Prosessiputket;;26,90;2,00;;;1,25;;;;;;;;6
BPP02626;EN 1.4404;26.9X2.6;PUTKI EN 10217-7;0;Prosessiputket;;26,90;2,00;;;1,59;;;;;;;;6
BPP02626A;EN 1.4404;26.9X2.6;PUTKI EN 10217-7 HEHK.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;26,90;2,00;;;1,58;;Hehkutettu;;;;;;6
BPP02639;316 / 316L;26.67X3.91;PUTKI ASTM A 312;0;ASTM putket;;26,67;1,00;;;2,23;;;;;;;;6
BPP02815;EN 1.4404;28.0X1.5;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;28,00;1,00;;;1;;;;;;;;6
BPP03015;EN 1.4404;30.0X1.5;PUTKI EN10217-7 D3/T3;0;Prosessiputket;;30,00;1,00;;;1,07;;;;;;;;6
BPP03220;EN 1.4404;32.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;32,00;2,00;;;1,21;;;;;;;;6
BPP03315;EN 1.4404;33.7X1.5;PUTKI EN 10217-7;0;Prosessiputket;;33,70;1,00;;;1,21;;;;;;;;6
BPP03315A;EN 1.4404;33.7X1.5;PUTKI EN 10217-7 HEHK.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;33,70;1,00;;;1,21;;Hehkutettu;;;;;;6
BPP03320;EN 1.4404;33.7X2.0;PUTKI EN 10217-7;0;Prosessiputket;;33,70;2,00;;;1,59;;;;;;;;6
BPP03320A;AISI 316L;33.7X2.0;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;33,70;2,00;;;1,59;;Hehkutettu;;;;;;6
BPP03326;EN 1.4404;33.7X2.6;PUTKI EN 10217-7;0;Prosessiputket;;33,70;2,00;;;2,03;;;;;;;;6
BPP03332;EN 1.4404;33.7X3.2;PUTKI EN 10217-7;0;Prosessiputket;;33,70;3,00;;;2,44;;;;;;;;6
BPP03332A;EN 1.4404;33.7X3.2;PUTKI EN 10217-7 HEHK.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;33,70;3,00;;;2,44;;Hehkutettu;;;;;;6
BPP03345;316 / 316L;33.4x4.55;PUTKI ASTM A 312;0;ASTM putket;;33,40;1,00;;;3,29;;;;;;;;6
BPP03515;EN 1.4404;35.0X1.5;PUTKI EN 10217-7;0;Prosessiputket;;35,00;1,00;;;1,26;;;;;;;;6
BPP03820;EN 1.4404;38.1X2.0;PUTKI EN 10217-7;0;Prosessiputket;;38,10;2,00;;;1,78;;;;;;;;6
BPP04020;EN 1.4404;40.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;40,00;2,00;;;1,9;;;;;;;;6
BPP04215;EN 1.4404;42.4X1.5;PUTKI EN 10217-7;0;Prosessiputket;;42,40;1,00;;;1,54;;;;;;;;6
BPP04215P;AISI 316L;42.4X1.5;PUTKI DIN 17457 PEITTAAMATON;0;Prosessiputket;Prosessiputki Hitsattu, peittaamaton, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;42,40;1,00;;Peittaamaton;1,54;;;;;;;;6
BPP04216S;EN 1.4404;42.16X1.65;PUTKI EN 10217-7;0;Prosessiputket;;42,16;1,00;;;1,68;;;;;;;;6
BPP04220;EN 1.4404;42.4X2.0;PUTKI EN 10217-7;0;Prosessiputket;;42,40;2,00;;;2,02;;;;;;;;6
BPP04220A;AISI 316L;42.4X2.0;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;42,40;2,00;;;2,02;;Hehkutettu;;;;;;6
BPP04226;EN 1.4404;42.4X2.6;PUTKI EN 10217-7;0;Prosessiputket;;42,40;2,00;;;2,59;;;;;;;;6
BPP04232;EN 1.4404;42.4X3.2;PUTKI EN 10217-7;0;Prosessiputket;;42,40;3,00;;;3,14;;;;;;;;6
BPP04232A;AISI 316L;42.4X3.2;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;42,40;3,00;;;3,14;;Hehkutettu;;;;;;6
BPP04248;316 / 316L;42.16x4.85;PUTKI ASTM A 312;0;ASTM putket;;42,16;1,00;;;4,54;;;;;;;;6
BPP04815;EN 1.4404;48.3X1.5;PUTKI EN 10217-7;0;Prosessiputket;;48,30;1,00;;;1,76;;;;;;;;6
BPP04815P;AISI 316L;48.3X1.5;PUTKI DIN 17457 PEITTAAMATON;0;Prosessiputket;Prosessiputki Hitsattu, peittaamaton, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;48,30;1,00;;Peittaamaton;1,76;;;;;;;;6
BPP04820;EN 1.4404;48.3X2.0;PUTKI EN 10217-7;0;Prosessiputket;;48,30;2,00;;;2,32;;;;;;;;6
BPP04820A;AISI 316L;48.3X2.0;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;48,30;2,00;;;2,32;;Hehkutettu;;;;;;6
BPP04826;EN 1.4404;48.3X2.6;PUTKI EN 10217-7;0;Prosessiputket;;48,30;2,00;;;2,98;;;;;;;;6
BPP04827;316 / 316L;48.3X2.77;PUTKI ASTM;0;Prosessiputket;;48,30;1,00;;;2,98;;;;;;;;6
BPP04832;EN 1.4404;48.3X3.2;PUTKI EN 10217-7;0;Prosessiputket;;48,30;3,00;;;3,61;;;;;;;;6
BPP04832A;EN 1.4404;48.3X3.2;PUTKI EN 10217-7 HEHK.;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;48,30;3,00;;;3,61;;Hehkutettu;;;;;;6
BPP04850;316 / 316L;48.26x5.08;PUTKI ASTM A 312;0;ASTM putket;;48,26;5,00;;;5,49;;;;;;;;6
BPP05010;EN 1.4404;50.0X1.0;PUTKI EN 10217-7;0;Prosessiputket;;50,00;1,00;;;1,23;;;;;;;;6
BPP05015;EN 1.4404;50.0X1.5;PUTKI EN 10217-7;0;Prosessiputket;;50,00;1,00;;;1,82;;;;;;;;6
BPP05020;EN 1.4404;50.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;50,00;2,00;;;2,4;;;;;;;;6
BPP05115;EN 1.4404;50.8X1.5;PUTKI EN 10217-7;0;Prosessiputket;;50,80;1,00;;;1,85;;;;;;;;6
BPP05315;EN 1.4404;53.0X1.5;PUTKI EN 10217-7;0;Prosessiputket;;53,00;1,00;;;1,94;;;;;;;;6
BPP05420;EN 1.4404;54.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;54,00;2,00;;;2,6;;;;;;;;6
BPP06015;EN 1.4404;60.3X1.5;PUTKI EN 10217-7;0;Prosessiputket;;60,30;1,00;;;2,21;;;;;;;;6
BPP06015P;AISI 316L;60.3X1.5;PUTKI DIN 17457 PEITTAAMATON;0;Prosessiputket;Prosessiputki Hitsattu, peittaamaton, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;60,30;1,00;;Peittaamaton;2,21;;;;;;;;6
BPP06020;EN 1.4404;60.3X2.0;PUTKI EN 10217-7;0;Prosessiputket;;60,30;2,00;;;2,92;;;;;;;;6
BPP06020A;AISI 316L;60.3X2.0;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;60,30;2,00;;;2,92;;Hehkutettu;;;;;;6
BPP06026;EN 1.4404;60.3X2.6;PUTKI EN 10217-7;0;Prosessiputket;;60,30;2,00;;;3,76;;;;;;;;6
BPP06026P;EN 1.4404;60.3X2.6;PUTKI EN 10217-7 PEITTAAMATON;0;Prosessiputket;Prosessiputki Hitsattu, peittaamaton, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;60,30;2,00;;Peittaamaton;3,76;;;;;;;;6
BPP06027;EN 1.4404/AISI 316L;60.3X2.77;PUTKI ASTM;0;Prosessiputket;;60,30;1,00;;;3,99;;;;;;;;6
BPP06030;EN 1.4404;60.3X3.0;PUTKI EN 10217-7;0;Prosessiputket;;60,30;3,00;;;4,3;;;;;;;;6
BPP06036;EN 1.4404;60.3X3.65;PUTKI EN 10217-7;0;Prosessiputket;;60,30;1,00;;;5,11;;;;;;;;6
BPP06036A;AISI 316L;60.3X3.6;PUTKI HST DIN 17457 HEHK;0;Prosessiputket;Prosessiputki Hitsattu, hehkutettu ja peitattu, EN 10217-7 TC1, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/3.1;60,30;3,00;;;5,11;;Hehkutettu;;;;;;6
BPP06039;316 / 316L;60.3X3.91;PUTKI ASTM A 312;0;ASTM putket;;60,30;1,00;;;5,52;;;;;;;;6
BPP06040;EN 1.4404;60.3X4.0;PUTKI EN 10217-7;0;Prosessiputket;;60,30;4,00;;;5,64;;;;;;;;6
BPP06055;316 / 316L;60.33X5.54;PUTKI ASTM A 312;0;ASTM putket;;60,33;1,00;;;7,81;;;;;;;;6
BPP06316;EN 1.4404;63.5X1.5;PUTKI EN 10217-7;0;Prosessiputket;;63,50;1,00;;;2,48;;;;;;;;6
BPP06326;EN 1.4404;63.5X2.6;PUTKI EN 10217-7;0;Prosessiputket;;63,50;2,00;;;3,97;;;;;;;;6
BPP06815;EN 1.4404;68.0X1.5;PUTKI EN 10217-7;0;Prosessiputket;;68,00;1,00;;;2,5;;;;;;;;6
BPP06920;EN 1.4404;69.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;69,00;2,00;;;3,3;;;;;;;;6
BPP07020;EN 1.4404;70.0X2.0;PUTKI EN 10217-7;0;Prosessiputket;;70,00;2,00;;;5,03;;;;;;;;6
